1	46.297	6.682
1	48.208	6.325
1	50.795	5.918
1	51.893	5.688
2	43.826	6.215
2	46.374	5.545
2	47.352	5.391
2	49.037	5.188
2	50.46	5.029
3	39.372	7.05
3	42.854	5.589
3	45.336	4.842
3	47.434	4.469
3	50.246	4.326
4	23.271	6.984
4	26.434	6.489
5	28.521	5.797
5	32.925	4.798
5	33.65	4.469
5	35.715	4.051
5	39.394	3.337
5	40.701	3.26
5	42.986	2.678
5	45.16	2.008
5	46.47	1.687
5	47.975	1.467
5	50.567	1.05
5	52.72	0.677
5	55.487	0.127
6	33.125	7.387
6	37.497	6.069
6	39.979	5.268
6	41.583	4.718
6	43.45	3.862
6	44.537	3.159
6	45.053	2.895
7	48.843	1.819
7	49.469	1.764
7	50.776	1.511
7	52.917	1.138
7	54.752	0.775
7	55.861	0.6
7	56.74	0.435
7	57.662	0.259
7	59.046	-0.059
7	61.089	-0.455
7	63.736	-1.015
7	65.526	-1.476
7	67.273	-1.97
7	68.777	-2.498
7	70.359	-2.937
7	72.05	-3.266
7	73.017	-3.519
7	74.236	-3.794
7	74.236	-3.794
7	74.236	-3.794
8	74.423	-4.068
8	75.883	-4.497
8	78.256	-5.046
8	80.507	-5.562
8	82.331	-6.023
8	83.758	-6.309
8	85.966	-6.792
8	86.79	-7.188
8	88.053	-7.55
9	55.476	-0.279
9	58.09	-0.916
9	60.847	-1.586
9	63.286	-2.19
9	65.208	-2.684
9	68.272	-3.629
9	69.843	-4.079
9	72.512	-4.53
9	73.895	-4.947
9	74.126	-5.013
9	74.126	-5.013
10	74.093	-5.243
10	75.455	-5.694
10	78.124	-6.309
10	80.683	-6.913
10	83.045	-7.396
10	84.978	-7.934
10	86.142	-8.253
10	87.581	-8.407
10	88.723	-8.462
10	89.854	-8.549
10	91.139	-8.67
10	92.402	-8.868
10	93.632	-9.088
10	94.215	-9.186
10	94.215	-9.186
11	25.701	5.828
11	28.425	4.982
11	30.237	4.532
11	31.368	4.312
11	32.236	4.224
11	33.038	3.993
11	33.038	3.993
12	33.114	3.774
12	33.938	3.422
12	34.718	3.159
12	35.981	2.939
12	36.959	2.752
12	37.826	2.566
12	38.606	2.478
12	39.529	2.401
12	40.286	2.203
12	41.198	1.984
12	41.934	1.753
12	42.648	1.665
12	43.318	1.511
12	43.977	1.357
12	44.921	1.017
12	44.921	1.017
13	47.47	0.402
13	48.799	0.16
13	50.446	-0.147
13	51.446	-0.334
13	52.401	-0.455
13	53.455	-0.652
13	54.367	-0.828
13	55.213	-1.004
13	55.213	-1.004
14	47.601	-0.944
14	49.084	-1.24
14	51.248	-1.57
14	52.796	-1.844
14	53.576	-1.987
14	55.18	-2.229
14	55.18	-2.229
15	32.17	0.1
15	34.279	-0.274
15	36.816	-0.889
15	38.903	-1.328
15	40.473	-1.449
15	42.242	-1.734
15	43.79	-2.009
15	45.229	-2.316
15	47.821	-2.899
15	49.315	-3.173
15	50.841	-3.426
15	51.336	-3.612
15	52.5	-3.821
15	53.807	-4.052
15	54.861	-4.348
15	54.861	-4.348
16	26.338	4.098
16	27.875	3.724
16	28.963	3.593
16	29.457	3.549
16	29.852	3.494
16	30.336	3.384
16	30.797	3.318
16	31.203	3.285
16	31.522	3.219
16	31.84	3.153
16	32.148	3.12
16	32.664	3.032
16	32.664	3.032
17	26.788	2.901
17	27.908	2.769
17	29.029	2.549
17	29.732	2.395
17	30.38	2.308
17	30.874	2.22
17	31.412	2.154
17	31.862	2.11
17	32.422	2.055
17	32.422	2.055
18	26.678	1.956
18	27.513	1.89
18	28.304	1.769
18	29.051	1.692
18	29.83	1.407
18	30.391	1.264
18	30.709	1.165
18	31.17	1.11
18	31.478	1.033
18	31.774	0.979
18	32.104	0.924
19	25.448	1.012
19	26.36	0.891
19	27.139	0.858
19	27.974	0.825
19	28.622	0.808
19	29.177	0.698
19	29.622	0.572
19	30.094	0.484
19	30.495	0.468
19	30.857	0.462
19	31.17	0.462
19	31.385	0.462
19	31.615	0.462
19	31.813	0.446
20	25.146	0.473
20	25.843	0.369
20	26.651	0.254
20	27.277	0.221
20	27.65	0.188
20	28.051	0.166
20	28.496	0.149
20	28.661	0.138
20	28.661	0.138
20	28.661	0.138
21	26.634	0.413
21	27.496	0.364
21	28.194	0.325
21	28.194	0.325
22	29.138	-1.85
22	31.181	-1.959
22	33.751	-2.355
22	35.113	-2.586
22	36.223	-2.673
22	36.992	-2.805
22	37.771	-2.904
22	38.793	-3.069
23	51.94	4.12
23	53.653	3.724
23	55.608	3.395
23	56.926	3.208
23	58.936	2.857
23	60.21	2.56
23	61.517	2.319
23	62.846	2.055
23	64.032	1.747
23	65.197	1.451
23	66.866	1.044
23	69.118	0.418
23	70.853	-0.032
23	71.886	-0.317
24	56.405	4.51
24	61.061	3.345
24	63.423	2.785
24	65.905	2.236
24	67.553	1.819
24	68.926	1.489
24	70.507	1.072
24	72.188	0.6
24	73.138	0.38
24	74.692	-0.015
24	76.339	-0.433
24	77.498	-0.696
24	78.036	-0.817
25	80.546	-1.24
25	79.629	-1.13
25	78.283	-0.949
25	77.476	-0.823
25	76.136	-0.57
25	74.928	-0.339
25	73.105	0.045
25	72.561	0.144
25	71.726	0.385
25	70.381	0.726
25	69.035	1.121
25	68.03	1.379
25	67.135	1.643
25	66.13	1.907
26	61.698	2.78
26	64.494	2.132
26	66.817	1.599
26	68.991	0.984
26	71.496	0.32
26	73.297	-0.076
26	74.543	-0.444
27	55.342	-1.498
27	57.275	-1.992
27	59.944	-2.75
27	61.152	-3.102
27	62.02	-3.299
27	62.997	-3.497
27	63.722	-3.596
27	64.151	-3.662
27	64.436	-3.739
27	65.084	-3.904
27	66.501	-4.365
27	67.731	-4.782
27	68.566	-5.035
27	69.39	-5.233
27	70.411	-5.408
27	71.257	-5.562
27	72.311	-5.716
27	73.102	-5.891
27	73.563	-6.001
28	55.54	-2.684
28	56.286	-2.86
28	58.274	-3.453
28	59.428	-3.739
28	60.559	-4.101
28	61.558	-4.299
28	62.822	-4.563
28	64.194	-4.892
28	65.886	-5.397
28	66.787	-5.639
28	67.797	-5.87
28	68.412	-6.111
28	69.17	-6.254
28	69.708	-6.375
28	70.213	-6.452
28	71.257	-6.682
28	72.004	-6.781
28	72.619	-6.88
28	73.146	-6.979
29	55.155	-3.607
29	56.967	-4.233
29	59.406	-4.793
29	61.284	-5.211
29	62.898	-5.606
29	64.7	-6.166
29	66.062	-6.463
29	66.819	-6.583
29	67.588	-6.715
29	68.335	-6.924
29	69.17	-7.166
29	69.939	-7.396
29	70.499	-7.55
