1	22.759	6.558
1	22.967	6.973
1	23.283	7.062
1	24.024	7.19
1	25.011	7.19
1	26.592	7.151
1	27.797	7.151
1	29.634	7.151
1	31.946	7.388
1	33.329	7.427
1	35.067	7.131
1	39.552	7.072
1	41.982	6.815
1	47.039	6.677
1	50.635	6.341
1	55.831	6.558
1	65.235	6.736
1	65.907	6.538
1	66.46	6.044
1	66.796	5.373
1	71.023	5.392
1	71.063	6.993
1	75.844	7.072
1	81.672	7.111
1	86.137	7.052
1	90.74	6.973
1	95.067	6.894
1	95.146	-11.934
1	91.925	-11.934
1	78.61	-11.874
1	73.868	-12.329
1	68.732	-12.507
1	66.163	-12.625
1	66.104	-12.072
1	66.025	-11.578
1	65.926	-11.163
1	65.808	-10.669
1	65.65	-10.235
1	65.255	-9.602
1	64.978	-9.188
1	64.603	-8.713
1	64.701	-8.061
1	62.765	-7.311
1	61.58	-7.291
1	55.614	-7.153
1	53.322	-7.172
1	52.67	-7.093
1	52.018	-7.093
1	51.544	-7.192
1	50.813	-7.41
1	50.26	-7.627
1	49.707	-7.726
1	48.995	-7.805
1	44.609	-7.745
1	39.453	-7.686
1	36.035	-7.864
1	30.168	-8.121
1	30.108	-7.903
1	30.128	-7.686
1	30.128	-7.39
1	30.128	-7.014
1	30.108	-6.718
1	30.108	-6.362
1	30.089	-5.829
1	29.99	-5.414
1	29.852	-5.118
1	29.694	-4.703
1	29.437	-4.446
1	29.121	-4.209
1	28.963	-3.913
1	28.923	-3.676
1	28.903	-3.28
1	28.824	-2.806
1	28.627	-2.036
1	28.37	-1.799
1	27.916	-1.641
1	27.204	-1.621
1	26.631	-1.502
1	26.039	-1.542
1	25.229	-1.581
1	25.08	-0.999
1	24.982	-0.05
1	24.952	0.177
1	25.051	0.503
1	25.268	0.779
1	25.485	1.115
1	25.594	1.382
1	25.624	1.54
1	25.792	1.688
1	26.049	1.757
1	26.394	1.826
1	26.71	1.925
1	26.631	2.123
1	26.503	2.399
1	26.404	2.627
1	26.266	2.765
1	25.999	3.012
1	25.91	4.889
1	25.811	5.066
1	25.278	5.165
1	24.942	5.294
1	24.725	5.501
1	24.547	5.807
1	24.399	6.153
1	24.221	6.301
1	23.579	6.39
1	22.759	6.558
