0	0.564867685	7.68723869
0	2.658523274	7.845848962
0	9.309580676	8.120773433
1	0.406257413	5.752193373
1	7.215925087	6.238598206
1	9.595079165	6.534670714
2	1.262752881	3.119262859
2	9.67967131	3.965184309
3	2.891151673	4.166090654
3	4.857919044	4.335274944
3	5.915320857	4.40929307
3	6.919852579	4.462163161
4	4.99538128	5.096604249
4	7.078462851	5.265788539
5	1.400215117	1.691770412
5	2.246136567	1.765788539
5	4.942511189	1.649474339
5	8.093568591	1.977268901
6	4.551272519	2.643432043
6	8.992360132	2.876060442
7	1.950064059	6.524096696
7	3.620758923	6.576966786
8	3.483296688	8.575456212
8	5.925894875	9.008990956
8	8.357919044	9.273341409
9	7.437979467	6.957631439
9	9.00293415	7.126815729
10	0.81864412	0.06337162
10	3.990849558	0.539202436
10	7.808070102	0.782404853
11	8.749157715	0.528628418
11	9.616227201	0.57092449
